,userId,movieId,rating,timestamp,title,genres,description,cast
616,6,145,4.0,845553966,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,"['Will Smith', 'Martin Lawrence', 'Lisa Boyle', 'Michael Taliferro', 'Emmanuel Xuereb', 'Tchéky Karyo', 'Marc Macaulay', 'Ralph Gonzalez', 'Vic Manni', 'Frank John Hughes', 'Mike Kirton', 'Will Knickerbocker', 'Theresa Randle', 'Tiffany Samuels', 'Cory Hodges', 'Scott Cumberbatch', 'Anna Thomson', 'Joey Romano']"
617,6,146,4.0,845555607,"Amazing Panda Adventure, The (1995)",Adventure|Children,A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.,"['Stephen Lang', 'Ryan Slater', 'Yi Ding', 'Wang Fei', 'Zhou Jian Zhong', 'Yao Er Ga', 'O Mi Jia Can', 'Cheu Gang', 'He Yu', 'Yeh Hui', 'Shou Wei', 'Isabella Hofmann', 'Brian Wagner', 'Joanne Dorian', 'Doug Abrahams', 'John Willett', 'Za Xi Wan Dui', 'Yu Lang']"
621,6,158,4.0,845553660,Casper (1995),Adventure|Children,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,"['Bill Pullman', 'Christina Ricci', 'Cathy Moriarty', 'Eric Idle', 'Chauncey Leopardi', 'Spencer Vrooman', 'Malachi Pearson', 'Ben Stein', 'Don Novello', 'Fred Rogers', 'Terry Murphy', 'Ernestine Mercer', 'Doug Bruckner', 'Joe Nipote', 'Joe Alaskey', 'Brad Garrett', 'John Kassir', 'Garette Ratliff Henson']"
622,6,159,3.0,845555006,Clockers (1995),Crime|Drama|Mystery,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.","['Harvey Keitel', 'John Turturro', 'Delroy Lindo', 'Mekhi Phifer', 'Isaiah Washington', 'Keith David', 'Peewee Love', 'Regina Taylor', 'Thomas Jefferson Byrd', 'Sticky Fingaz', 'Fredro Starr', 'Elvis Nolasco', 'Lawrence B. Adisa', 'Hassan Johnson', 'Frances Foster', 'Michael Imperioli', 'Lisa Arrindell', 'Paul Calderon']"
623,6,160,5.0,845553457,Congo (1995),Action|Adventure|Mystery|Sci-Fi,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.","['Laura Linney', 'Tim Curry', 'Dylan Walsh', 'Ernie Hudson', 'Grant Heslov', 'Joe Don Baker', 'Lola Noh', 'Mary Ellen Trainor', 'Misty Rosas', 'Stuart Pankin', 'Carolyn Seymour', 'Romy Rosemont', 'James Karen', 'Bill Pugin', 'Lawrence T. Wrentz', 'Robert Almodovar', 'Kathleen Connors', 'Joel Weiss']"
624,6,161,3.0,845553253,Crimson Tide (1995),Drama|Thriller|War,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.","['Gene Hackman', 'Denzel Washington', 'Matt Craven', 'George Dzundza', 'Viggo Mortensen', 'James Gandolfini', 'Rocky Carroll', 'Jaime Gomez', 'Michael Milhoan', 'Scott Burkholder', 'Danny Nucci', 'Lillo Brancato', 'Eric Bruskotter', 'Ricky Schroder', 'Steve Zahn', 'Marcello Thedford', 'R.J. Knoll', 'Billy Devlin']"
626,6,165,3.0,845553146,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.","['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene', 'Colleen Camp', 'Larry Bryggman', 'Anthony Peck', 'Nick Wyman', 'Sam Phillips', 'Kevin Chamberlin', 'Sharon Washington', 'Stephen Pearlman', 'Michael Alexander Jackson', 'Aldis Hodge', 'Mischa Hausserman', 'Edwin Hodge', 'Robert Sedgwick', 'Tony Halme']"
627,6,168,5.0,845553695,First Knight (1995),Action|Drama|Romance,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.","['Sean Connery', 'Richard Gere', 'Julia Ormond', 'Ben Cross', 'Liam Cunningham', 'Christopher Villiers', 'Valentine Pelka', 'Colin McCormack', 'Ralph Ineson', 'John Gielgud', 'Stuart Bunce', 'Jane Robbins', 'Jean Marie Coffey', 'Paul Kynman', 'Tom Lucy', 'John Blakey', 'Robert Gwyn Davin', 'Sean Blowers']"
628,6,170,3.0,845554263,Hackers (1995),Action|Adventure|Crime|Thriller,Hackers are blamed for making a virus that will capsize five oil tankers.,"['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford', 'Matthew Lillard', 'Laurence Mason', 'Renoly Santiago', 'Fisher Stevens', 'Alberta Watson', 'Darren Lee', 'Peter Kim', 'Ethan Browne', 'Lorraine Bracco', 'Wendell Pierce', 'Michael Gaston', 'Marc Anthony', 'Penn Jillette', 'Liza Walker', 'Bob Sessions']"
630,6,174,3.0,845554479,Jury Duty (1995),Comedy,Jobless loser Tommy Collins is sequestered to be a juror in a serial killer trial. He does everything he can to prolong the trial and deliberations to take full advantage of the free lodging and food.,"['Pauly Shore', 'Tia Carrere', 'Stanley Tucci', 'Brian Doyle-Murray', 'Abe Vigoda', 'Charles Napier', 'Richard Edson', 'Richard Riehle', 'Alex Datcher', 'Richard T. Jones', 'Sharon Barr', 'Jack McGee', 'Nick Bakay', 'Ernie Lee Banks', 'Shelley Winters', 'Dick Vitale', 'Billie Bird', 'Jorge Luis Abreu']"
631,6,177,3.0,845554931,Lord of Illusions (1995),Horror,"A private detective gets more than he bargains for when he encounters Philip Swan, a performer whose amazing illusions captivate the world, but they are not really what everyone thinks.","['Scott Bakula', 'Kevin J. OConnor', 'J. Trevor Edmond', 'Daniel von Bargen', 'Joseph Latimore', 'Sheila Tousey', 'Susan Traylor', 'Ashley Tesoro', 'Michael Angelo Stuno', 'Keith Brunsmann', 'Barbara Patrick', 'Wayne Grace', 'Mikey LeBeau', 'Robb Humphreys', 'Jimmy Shaw', 'Johnny Venokur', 'Jordan Marder', 'Barry Del Sherman']"
632,6,179,1.0,845555362,Mad Love (1995),Drama|Romance,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.,"['Chris ODonnell', 'Drew Barrymore', 'Matthew Lillard', 'Richard Chaim', 'Robert Nadir', 'Joan Allen', 'Jude Ciccolella', 'Amy Sakasitz', 'T.J. Lowther', 'Kevin Dunn', 'Elaine Miles', 'Sharon Collar', 'Selene H. Vigil', 'Valerie M. Agnew', 'Roisin Dunne', 'Elizabeth F. Davis', 'Todd Sible', 'Leslie Do Qui']"
633,6,180,2.0,845555006,Mallrats (1995),Comedy|Romance,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.","['Shannen Doherty', 'Jeremy London', 'Jason Lee', 'Claire Forlani', 'Ben Affleck', 'Joey Lauren Adams', 'Renée Humphrey', 'Jason Mewes', 'Ethan Suplee', 'Stan Lee', 'Priscilla Barnes', 'Michael Rooker', 'Carol Banker', 'Steven Blackwell', 'Kyle Boe', 'David Brinkley', 'Walter Flanagan', 'Ethan Flower']"
634,6,181,3.0,845553938,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.","['Karan Ashley', 'Johnny Yong Bosch', 'Steve Cardenas', 'Jason David Frank', 'Amy Jo Johnson', 'David Yost', 'Paul Schrier', 'Jason Narvy', 'Paul Freeman', 'Gabrielle Fitzpatrick', 'Nicholas Bell', 'Peta-Marie Rixon', 'Jean Paul Bell', 'Kerry Casey', 'Mark Ginther', 'Julia Cortez', 'Jamie Croft', 'Paul Pantano']"
635,6,185,3.0,845553283,"Net, The (1995)",Action|Crime|Thriller,"A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger.","['Sandra Bullock', 'Jeremy Northam', 'Dennis Miller', 'Diane Baker', 'Wendy Gazelle', 'Ken Howard', 'Ray McKinnon', 'Daniel Schorr', 'L. Scott Caldwell', 'Robert Gossett', 'Kristina Krofft', 'Juan Garcia', 'Tony Perez', 'Margo Winkler', 'Gene Kirkwood', 'Christopher Darga', 'Charles Winkler', 'Julia Pearlstein']"
636,6,186,3.0,845553619,Nine Months (1995),Comedy|Romance,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.","['Hugh Grant', 'Julianne Moore', 'Tom Arnold', 'Joan Cusack', 'Jeff Goldblum', 'Robin Williams', 'Mia Cottet', 'Joey Simmrin', 'Ashley Johnson', 'Alexa PenaVega', 'Aislin Roche', 'Priscilla Alden', 'Edward Ivory', 'James Brady', 'Charles Martinet', 'Brendan Columbus', 'Eleanor Columbus', 'Anna Barnathan']"
637,6,189,3.0,845556241,Reckless (1995),Comedy|Fantasy,"On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but everyone have dark secrets in this wacky movie.","['Mia Farrow', 'Tony Goldwyn', 'Juana Barrios', 'Mike Heibeck', 'Vee Brown', 'Jack Gilpin', 'Scott Glenn', 'Mary-Louise Parker', 'William Duell', 'Deborah Rush', 'Anthony Pagano', 'Debra Monk', 'Giancarlo Esposito', 'Joanne Krispin', 'Lisa Krispin', 'Mary Beth Peil', 'Lindsay Mae Sawyer', 'William Fichtner']"
638,6,191,2.0,845554931,"Scarlet Letter, The (1995)",Drama|Romance,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",['Greg Edwards']
639,6,195,4.0,845554455,Something to Talk About (1995),Comedy|Drama|Romance,A woman's world is rocked when she discovers her husband is cheating on her.,"['Julia Roberts', 'Dennis Quaid', 'Robert Duvall', 'Gena Rowlands', 'Kyra Sedgwick', 'Brett Cullen', 'Haley Aull', 'Muse Watson', 'Anne Shropshire', 'Ginnie Randall', 'Terrence Currier', 'Rebecca Koon', 'Rhoda Griffis', 'Lisa Roberts Gillan', 'Deborah Hobart', 'Amy Parrish', 'Helen Baldwin', 'Libby Whittemore']"
640,6,196,3.0,845553586,Species (1995),Horror|Sci-Fi,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,"['Natasha Henstridge', 'Michael Madsen', 'Ben Kingsley', 'Alfred Molina', 'Forest Whitaker', 'Marg Helgenberger', 'Michelle Williams', 'Jordan Lund', 'Don Fischer', 'Scott McKenna', 'Virginia Morris', 'Jayne Luke', 'David K. Schroeder', 'David Jensen', 'Esther Scott', 'Shirley Prestia', 'William Utay', 'David Selburg']"
641,6,201,3.0,845556290,Three Wishes (1995),Drama|Fantasy,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family.","['Patrick Swayze', 'Mary Elizabeth Mastrantonio', 'Joseph Mazzello', 'Seth Mumy', 'David Marshall Grant', 'Jay O. Sanders', 'Michael OKeefe', 'John Diehl', 'Diane Venora', 'David Zahorsky', 'Brian Flannery', 'Brock Pierce', 'Davin Jacob Carey', 'David Hart', 'Scott Patterson', 'Michael Laskin', 'Robert Starr', 'Simone Study']"
642,6,204,3.0,845553619,Under Siege 2: Dark Territory (1995),Action,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.","['Steven Seagal', 'Eric Bogosian', 'Everett McGill', 'Katherine Heigl', 'Morris Chestnut', 'Peter Greene', 'Patrick Kilpatrick', 'Scott Sowers', 'Afifi Alaouie', 'Andy Romano', 'Brenda Bakke', 'Sandra Taylor', 'Jonathan Banks', 'David Gianopoulos', 'Royce D. Applegate', 'Nick Mancuso', 'Christopher Darga', 'Don Blakely']"
643,6,205,3.0,845555477,Unstrung Heroes (1995),Comedy|Drama,"When a youngster needs a break from the pressures of his parents' household, he moves in with his offbeat uncles and learns some invaluable life lessons.","['Andie MacDowell', 'John Turturro', 'Michael Richards', 'Maury Chaykin', 'Nathan Watt', 'Anne De Salvo', 'Celia Weston', 'Jack McGee', 'Candice Azzara', 'Kendra Krull', 'Giuseppe Andrews', 'Lillian Adams', 'Lou Cutell', 'Sumer Park', 'Sean P. Donahue', 'Harold M. Schulweis', 'Zoaunne LeRoy', 'Vince Melocchi']"
644,6,207,4.0,845554024,"Walk in the Clouds, A (1995)",Drama|Romance,A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.,"['Keanu Reeves', 'Aitana Sánchez-Gijón', 'Anthony Quinn', 'Giancarlo Giannini', 'Angélica Aragón', 'Evangelina Elizondo', 'Freddy Rodríguez', 'Debra Messing', 'Febronio Covarrubias', 'Roberto Huerta', 'Juan Jiménez', 'Ismael Gallegos', 'Alejandra Flores', 'Gema Sandoval', 'Don Amendolia', 'Gregory Paul Martin', 'Mary Pat Gleason', 'John Dennis Johnston']"
645,6,208,3.0,845553253,Waterworld (1995),Action|Adventure|Sci-Fi,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.","['Kevin Costner', 'Jeanne Tripplehorn', 'Dennis Hopper', 'Tina Majorino', 'Chaim Jeraffi', 'Rick Aviles', 'R.D. Call', 'Zitto Kazann', 'Leonardo Cimino', 'Zakes Mokae', 'Luke Kaili Jr.', 'Anthony DeMasters', 'Willy Petrovic', 'Jack Kehler', 'Lanny Flaherty', 'Robert A. Silverman', 'Gerard Murphy', 'Sab Shimono']"
646,6,209,3.0,845556106,White Man's Burden (1995),Drama,"In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain.","['John Travolta', 'Harry Belafonte', 'Kelly Lynch', 'Margaret Avery', 'Tom Bower', 'Andrew Lawrence', 'Bumper Robinson', 'Tom Wright', 'Sheryl Lee Ralph', 'Judith Drake', 'Robert Gossett', 'Wesley Thompson', 'Tom Nolan', 'Willie C. Carpenter', 'Michael Beach', 'Lee Duncan', 'Wanda-Lee Evans', 'Lawrence A. Mandley']"
647,6,210,4.0,845556310,Wild Bill (1995),Western,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,"['Jeff Bridges', 'Ellen Barkin', 'John Hurt', 'Diane Lane', 'Keith Carradine', 'David Arquette', 'Christina Applegate', 'Bruce Dern', 'James Gammon', 'Marjoe Gortner', 'James Remar', 'Karen Huie', 'Steve Reevis', 'Robert Knott', 'Pato Hoffmann', 'Patrick Gorman', 'Lee de Broux', 'Stoney Jackson']"
648,6,212,4.0,845556181,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,"On the run from authorities, a sleazy courier poses as a Scout leader on a camping trip. But he has no idea what he's in for when he must actually take charge of a group of kids.","['Daniel Stern', 'Jon Polito', 'Brad Sullivan', 'Ann Dowd', 'Anthony Heald', 'Tom Wood', 'Blake Bashoff', 'Corey Carrier', 'Michael Galeota', 'Max Goldblatt', 'Ari Greenberg', 'Janna Michaels', 'Natalie West', 'Michael P. Byrne', 'Michael ONeill', 'Jane Morris', 'Christopher Curry', 'Kenny Johnson']"
650,6,217,3.0,845555382,"Babysitter, The (1995)",Drama|Thriller,A teenage boy and his little sister are thrust into an adrenaline-charged adventure when they find out their gregarious babysitter is in fact the legendary super hero known as Agent-Action.,"['Melissa Peterman', 'Mo Collins', 'Jim OHeir', 'Maile Flanagan', 'Wayne Wilderson', 'Alex Skuby', 'Paul Vogt', 'Justin Ellings', 'Chloe Ray Warmoth', 'Rigo Obezo', 'Brian Goff', 'Rissa Kilar', 'Talin Chat', 'Alexander Jesus Burgos', 'Selwyn Huqueriza', 'Gaige Chaturantabut', 'Joseph Fiorello', 'Zoephia']"
651,6,218,2.0,845553994,Boys on the Side (1995),Comedy|Drama,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends.","['Whoopi Goldberg', 'Mary-Louise Parker', 'Drew Barrymore', 'Matthew McConaughey', 'James Remar', 'Billy Wirth', 'Anita Gillette', 'Dennis Boutsikaris', 'Estelle Parsons', 'Amy Aquino', 'Stan Egi', 'Stephen Gevedon', 'Amy Ray', 'Emily Saliers', 'Jude Ciccolella', 'Gedde Watanabe', 'Jon Seda', 'Mimi Toro']"
652,6,219,3.0,845556131,"Cure, The (1995)",Drama,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.","['Joseph Mazzello', 'Brad Renfro', 'Aeryk Egan', 'Delphine French', 'Mona Powell', 'Andrew Broder', 'Jeremy Howard', 'Annabella Sciorra', 'Diana Scarwid', 'Rosemary Corman', 'T. Mychael Rambo', 'David Alan Smith', 'Delia Jurek', 'Fran Korba', 'John Carroll Lynch', 'John Beasley', 'Raymond Nelson', 'Scott Stockton']"
654,6,224,3.0,845553794,Don Juan DeMarco (1995),Comedy|Drama|Romance,"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.","['Johnny Depp', 'Marlon Brando', 'Faye Dunaway', 'Géraldine Pailhas', 'Bob Dishy', 'Rachel Ticotin', 'Talisa Soto', 'Marita Geraghty', 'Richard C. Sarafian', 'Tresa Hughes', 'Stephen Singer', 'Franc Luz', 'Carmen Argenziano', 'Jo Champa', 'Esther Scott', 'Nada Despotovich', 'Gilbert Lewis', 'Tom Lister Jr.']"
655,6,225,4.0,845553381,Disclosure (1994),Drama|Thriller,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.","['Michael Douglas', 'Demi Moore', 'Donald Sutherland', 'Caroline Goodall', 'Roma Maffia', 'Dylan Baker', 'Rosemary Forsyth', 'Dennis Miller', 'Suzie Plakson', 'Nicholas Sadler', 'Jacqueline Kim', 'Joe Urla', 'Michael Chieffo', 'Joseph Attanasio', 'Faryn Einhorn', 'Trevor Einhorn', 'Allan Rich', 'Kate Williamson']"
658,6,234,2.0,845554176,Exit to Eden (1994),Comedy,"Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden.","['Dana Delany', 'Dan Aykroyd', 'Rosie ODonnell', 'Paul Mercurio', 'Hector Elizondo', 'Stuart Wilson', 'Iman', 'Sean OBryan', 'Stephanie Niznik', 'Phil Redrow', 'Sandra Taylor', 'Julie Hughes', 'Laurelle Mehus', 'Tom Hines', 'Alison Moir', 'Deborah Pratt', 'Laura Harring', 'James Patrick Stuart']"
659,6,236,4.0,845553559,French Kiss (1995),Action|Comedy|Romance,A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.,"['Meg Ryan', 'Kevin Kline', 'Timothy Hutton', 'Jean Reno', 'François Cluzet', 'Suzan Anbeh', 'Renée Humphrey', 'Michael Riley', 'Laurent Spielvogel', 'Victor Garrivier', 'Élisabeth Commelin', 'Julie Leibowitch', 'Miquel Brown', 'Louise Deschamps', 'Olivier Curdy', 'Claudio Todeschini', 'Jerry Harte', 'Thomasine Heiner']"
